population,pop_no,cons_unit,group_1,run_time,juv_lh,year,w_spawn,h_spawn,tot_spawn,method,quality
quesnel,9,middle_fraser,NA,summer,stream,2012,1560,0,1560,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2013,2579,0,2579,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2014,1859,0,1859,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2015,3882,0,3882,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2016,1021,0,1021,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2017,503,0,503,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2018,508,0,508,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2019,171,0,171,peak_live,med_low
blackwater,10,middle_fraser,NA,spring,stream,2000,393,0,393,unknown,low
blackwater,10,middle_fraser,NA,spring,stream,2001,724,0,724,unknown,low
blackwater,10,middle_fraser,NA,spring,stream,2002,675,0,675,unknown,low
blackwater,10,middle_fraser,NA,spring,stream,2003,1709,0,1709,unknown,low
blackwater,10,middle_fraser,NA,spring,stream,2004,559,0,559,unknown,low
blackwater,10,middle_fraser,NA,spring,stream,2005,258,0,258,unknown,low
blackwater,10,middle_fraser,NA,spring,stream,2006,342,0,342,unknown,low
blackwater,10,middle_fraser,NA,spring,stream,2007,234,0,234,unknown,low
blackwater,10,middle_fraser,NA,spring,stream,2008,396,0,396,unknown,low
blackwater,10,middle_fraser,NA,spring,stream,2009,481,0,481,unknown,low
blackwater,10,middle_fraser,NA,spring,stream,2010,577,0,577,unknown,low
blackwater,10,middle_fraser,NA,spring,stream,2011,372,0,372,unknown,low
blackwater,10,middle_fraser,NA,spring,stream,2012,388,0,388,unknown,low
blackwater,10,middle_fraser,NA,spring,stream,2013,456,0,456,unknown,low
blackwater,10,middle_fraser,NA,spring,stream,2014,1061,0,1061,unknown,low
blackwater,10,middle_fraser,NA,spring,stream,2015,611,0,611,unknown,low
blackwater,10,middle_fraser,NA,spring,stream,2016,300,0,300,unknown,low
blackwater,10,middle_fraser,NA,spring,stream,2017,NA,NA,NA,NA,NA
blackwater,10,middle_fraser,NA,spring,stream,2018,289,0,289,unknown,low
blackwater,10,middle_fraser,NA,spring,stream,2019,59,0,59,unknown,low
cottonwood,11,middle_fraser,1,spring,stream,1979,200,0,200,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1980,300,0,300,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1981,300,0,300,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1982,325,0,325,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1983,900,0,900,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1984,900,0,900,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1985,1500,0,1500,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1986,1300,0,1300,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1987,2700,0,2700,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1988,1239,0,1239,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1989,800,0,800,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1990,1000,0,1000,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1991,1000,0,1000,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1992,2200,0,2200,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1993,4470,0,4470,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1994,4690,0,4690,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1995,2100,0,2100,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1996,1900,0,1900,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1997,3329,0,3329,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1998,2026,0,2026,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,1999,709,0,709,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2000,1208,0,1208,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2001,788,0,788,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2002,1348,0,1348,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2003,NA,NA,NA,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2004,1235,0,1235,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2005,559,0,559,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2006,NA,NA,NA,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2007,393,0,393,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2008,225,0,225,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2009,535,0,535,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2010,833,0,833,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2011,376,0,376,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2012,NA,NA,NA,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2013,NA,NA,NA,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2014,NA,NA,NA,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2015,NA,NA,NA,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2016,363,0,363,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2017,157,0,157,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2018,181,0,181,peak_live,med_low
cottonwood,11,middle_fraser,1,spring,stream,2019,88,0,88,peak_live,med_low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2000,229,0,229,unknown,low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2001,243,0,243,unknown,low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2002,520,0,520,unknown,low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2003,686,0,686,unknown,low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2004,220,0,220,unknown,low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2005,102,0,102,unknown,low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2006,159,0,159,unknown,low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2007,89,0,89,unknown,low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2008,240,0,240,unknown,low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2009,243,0,243,unknown,low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2010,171,0,171,unknown,low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2011,66,0,66,unknown,low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2012,82,0,82,unknown,low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2013,223,0,223,unknown,low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2014,392,0,392,unknown,low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2015,215,0,215,unknown,low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2016,115,0,115,unknown,low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2017,NA,NA,NA,NA,NA
chilcotin_upper,12,middle_fraser,NA,spring,stream,2018,63,0,63,unknown,low
chilcotin_upper,12,middle_fraser,NA,spring,stream,2019,15,0,15,unknown,low
portage,13,middle_fraser,1,summer,stream,1979,100,0,100,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1980,75,0,75,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1981,100,0,100,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1982,150,0,150,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1983,70,0,70,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1984,138,0,138,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1985,225,0,225,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1986,98,0,98,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1987,50,0,50,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1988,125,0,125,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1989,330,0,330,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1990,175,0,175,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1991,NA,0,NA,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1992,50,0,50,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1993,330,0,330,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1994,36,0,36,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1995,10,0,10,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1996,300,0,300,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1997,32,0,32,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1998,NA,0,NA,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,1999,NA,0,NA,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2000,46,0,46,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2001,248,0,248,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2002,445,0,445,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2003,158,0,158,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2004,103,0,103,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2005,83,0,83,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2006,245,0,245,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2007,51,0,51,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2008,217,0,217,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2009,74,0,74,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2010,123,0,123,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2011,65,0,65,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2012,37,0,37,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2013,34,0,34,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2014,77,0,77,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2015,83,0,83,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2016,12,0,12,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2017,20,0,20,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2018,35,0,35,peak_live,med_low
portage,13,middle_fraser,1,summer,stream,2019,191,0,191,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1979,1800,0,1800,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1980,4000,0,4000,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1981,1800,0,1800,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1982,1800,0,1800,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1983,4300,0,4300,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1984,5814,0,5814,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1985,6050,0,6050,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1986,6500,0,6500,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1987,3500,0,3500,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1988,4000,0,4000,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1989,5000,0,5000,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1990,6000,0,6000,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1991,4027,0,4027,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1992,3224,0,3224,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1993,3300,0,3300,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1994,4240,0,4240,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1995,5862,0,5862,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1996,2837,0,2837,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1997,2335,0,2335,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1998,1289,0,1289,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,1999,2081,0,2081,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2000,2262,0,2262,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2001,3832,0,3832,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2002,4302,0,4302,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2003,3048,0,3048,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2004,2062,0,2062,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2005,2538,0,2538,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2006,2142,0,2142,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2007,1021,0,1021,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2008,1858,0,1858,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2009,3281,0,3281,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2010,1500,0,1500,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2011,1046,0,1046,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2012,768,0,768,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2013,1432,0,1432,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2014,4345,0,4345,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2015,1443,0,1443,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2016,3022,0,3022,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2017,1114,0,1114,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2018,1283,0,1283,peak_live,med_low
fraser_river,14,upper_fraser,1,spring,stream,2019,218,0,218,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1979,15,0,15,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1980,85,0,85,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1981,20,0,20,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1982,50,0,50,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1983,10,0,10,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1984,130,0,130,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1985,85,0,85,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1986,150,0,150,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1987,160,0,160,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1988,110,0,110,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1989,50,0,50,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1990,100,0,100,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1991,107,0,107,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1992,100,0,100,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1993,55,0,55,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1994,293,0,293,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1995,400,0,400,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1996,442,0,442,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1997,229,0,229,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1998,186,0,186,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,1999,86,0,86,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2000,212,0,212,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2001,411,0,411,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2002,820,0,820,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2003,569,0,569,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2004,174,0,174,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2005,151,0,151,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2006,172,0,172,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2007,114,0,114,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2008,145,0,145,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2009,311,0,311,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2010,75,0,75,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2011,55,0,55,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2012,35,0,35,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2013,125,0,125,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2014,237,0,237,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2015,115,0,115,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2016,65,0,65,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2017,42,0,42,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2018,55,0,55,peak_live,med_low
goat,15,upper_fraser,1,spring,stream,2019,2,0,2,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1979,450,0,450,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1980,500,0,500,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1981,400,0,400,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1982,900,0,900,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1983,1100,0,1100,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1984,1750,0,1750,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1985,2400,0,2400,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1986,3000,0,3000,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1987,3000,0,3000,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1988,2700,0,2700,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1989,1500,0,1500,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1990,2100,0,2100,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1991,1500,0,1500,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1992,2150,0,2150,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1993,2100,0,2100,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1994,1877,0,1877,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1995,2803,0,2803,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1996,2774,0,2774,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1997,2668,0,2668,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1998,1262,0,1262,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,1999,523,0,523,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,2000,1784,0,1784,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,2001,1018,0,1018,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,2002,3740,0,3740,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,2003,4110,0,4110,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,2004,1376,0,1376,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,2005,821,0,821,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,2006,1456,0,1456,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,2007,763,0,763,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,2008,454,0,454,peak_live,med_low
holmes,16,upper_fraser,1,spring,stream,2009,2187,0,2187,peak_live,med_low
